Zona_Origen,Nombre_Zona_Origen,Poblacion_Origen,Zona_Destino,Usa_Transporte_Publico,Parada_Origen,Parada_Destino,Tiempo_Acceso_Minutos,Tiempo_Salida_Minutos,Distancia_Acceso_Metros,Distancia_Salida_Metros,Fuente_Datos_Acceso,Fuente_Datos_Salida,Tiempo_Viaje_Total_Minutos,Tiempo_Trayecto_Minutos,Numero_Transbordos,Distancia_Viaje_Total_Km,Distancia_Trayecto_Km,Tiempo_Espera_Transbordo_Minutos,Frecuencia_Servicio,Tiempo_Acceso_Original,Tiempo_Salida_Original,Distancia_Acceso_Original_Km,Distancia_Salida_Original_Km,Tiempo_Viaje_Original_Minutos,Tiempo_Total_Puerta_a_Puerta_Minutos,Verificacion_Tiempo_Total
432,Valle,110,903,True,754.0,283.0,14.51260633375,4.08,1161.0085067,272.0,Calculado,Mapeado,51.37260633375,32.78,1,14.38,13.707,3.65,27,6.02,4.08,0.401,0.272,42.88,51.37260633375,55.02260633375
433,Valle de Trápaga/Trapagaran,10120,903,True,370.0,284.0,2.3443998975,2.53,187.5519918,169.0,Calculado,Mapeado,13.6443998975,8.77,0,5.917,5.634,0.0,32,1.72,2.53,0.114,0.169,13.02,13.6443998975,13.6443998975
434,Virgen del Puerto,110,903,True,562.0,245.0,0.6764284899999999,4.57,54.1142792,304.0,Calculado,Mapeado,42.976428489999996,37.73,1,14.846,14.446,4.82,28,1.45,4.57,0.096,0.304,43.75,42.976428489999996,47.79642849
435,Zabaloetxe,914,903,True,408.0,278.0,6.577492712500001,2.5,526.199417,166.0,Calculado,Mapeado,54.707492712500006,45.63,1,25.241,24.706,1.38,10,5.53,2.5,0.369,0.166,53.67,54.707492712500006,56.08749271250001
436,Zaldibar,2832,901,True,1425.0,1078.0,4.9584720437500005,0.91846033625,396.6777635,73.4768269,Calculado,Calculado,36.04693238,30.17,1,28.698,28.284,0.4,20,5.28,0.93,0.353,0.062,36.38,36.04693238,36.44693238
437,Zaldu,148,903,True,877.0,283.0,7.678175738749999,4.08,614.2540591,272.0,Calculado,Mapeado,44.78817573875,33.03,1,20.843,20.041,0.55,1,7.95,4.08,0.53,0.272,45.07,44.78817573875,45.338175738749996
438,Zangroiz,29,903,True,477.0,2064.0,6.86848694625,2.5,549.4789557,166.0,Calculado,Mapeado,24.868486946250002,15.5,0,10.385,9.809,0.0,13,6.13,2.5,0.409,0.166,24.13,24.868486946250002,24.868486946250002
439,Zaramillo,382,902,True,888.0,249.0,1.9434647875,1.52,155.477183,101.0,Calculado,Mapeado,19.583464787500002,16.12,0,9.978,9.744,0.0,32,1.98,1.52,0.133,0.101,19.62,19.583464787500002,19.583464787500002
440,Zaratamo,216,901,True,1655.0,1004.0,0.9661937525,2.95083712375,77.2955002,236.0669699,Calculado,Calculado,30.61703087625,26.7,0,12.405,11.185,0.0,46,16.5,1.8,1.099,0.12,45.0,30.61703087625,30.61703087625
441,Zarrageta,500,904,True,2069.0,2219.0,2.14589953125,0.79330144375,171.6719625,63.4641155,Calculado,Calculado,25.369200975,22.43,0,9.99,9.823,0.0,15,1.58,0.93,0.105,0.062,24.95,25.369200975,25.369200975
442,Zeinka-Zearregi,47,901,True,1493.0,1078.0,43.32740062625,0.91846033625,3466.1920501,73.4768269,Calculado,Calculado,85.6958609625,41.45,0,40.635,38.422,0.0,15,32.25,0.93,2.15,0.062,74.63,85.6958609625,85.6958609625
443,Zelaia Arantzazu,287,901,True,1529.0,1078.0,3.5685691475,0.91846033625,285.4855318,73.4768269,Calculado,Calculado,22.93702948375,18.45,0,12.181,11.949,0.0,30,2.55,0.93,0.17,0.062,21.93,22.93702948375,22.93702948375
444,Zelaia Mendexa,151,901,True,2181.0,1078.0,30.52156219625,0.91846033625,2441.7249757,73.4768269,Calculado,Calculado,112.8200225325,81.38,0,55.005,53.479,0.0,26,21.97,0.93,1.464,0.062,104.28,112.8200225325,112.8200225325
445,Zelaieta,621,901,True,1061.0,1078.0,2.771822405,0.91846033625,221.7457924,73.4768269,Calculado,Calculado,43.01028274125,39.32,0,29.493,29.349,0.0,8,1.23,0.93,0.082,0.062,41.48,43.01028274125,43.01028274125
446,Zollo-Elexalde,47,901,True,1567.0,1005.0,65.3308639375,1.089115005,5226.469115,87.1292004,Calculado,Calculado,108.3399789425,41.92,0,21.461,18.725,0.0,28,39.93,1.1,2.662,0.074,82.95,108.3399789425,108.3399789425
447,Zubero,26,901,True,1257.0,1078.0,19.7656732075,0.91846033625,1581.2538566,73.4768269,Calculado,Calculado,88.33413354375001,67.65,0,44.987,43.838,0.0,8,16.32,0.93,1.087,0.062,84.9,88.33413354375001,88.33413354375001
448,Zubialde,387,901,True,1324.0,1078.0,2.9268388025,0.91846033625,234.1471042,73.4768269,Calculado,Calculado,54.52529913875,50.68,1,23.164,22.863,10.05,12,3.58,0.93,0.238,0.062,55.2,54.52529913875,64.57529913875
449,Zubiaur Bakio,601,904,True,1141.0,2220.0,6.43863562125,0.90773412,515.0908497,72.6187296,Calculado,Calculado,52.12636974125,44.78,1,24.012,23.683,1.37,15,4.22,0.7,0.282,0.047,49.7,52.12636974125,53.49636974125
450,Zubiaur Orozko,1778,901,True,1560.0,1004.0,1.06004024875,2.95083712375,84.8032199,236.0669699,Calculado,Calculado,82.63087737250001,78.62,0,34.648,34.464,0.0,23,0.95,1.8,0.063,0.12,81.37,82.63087737250001,82.63087737250001
451,Zubieta,53,901,True,1392.0,1078.0,9.99718818125,0.91846033625,799.7750545,73.4768269,Calculado,Calculado,18.3656485175,7.45,0,4.609,4.405,0.0,65,2.12,0.93,0.142,0.062,10.5,18.3656485175,18.3656485175
452,Zubiete,425,903,True,937.0,283.0,20.19208181375,4.08,1615.3665451,272.0,Calculado,Mapeado,59.15208181375,34.88,1,20.231,19.524,6.32,14,6.53,4.08,0.435,0.272,45.5,59.15208181375,65.47208181375001
453,Zuloaga,119,901,True,1563.0,1005.0,9.19155118875,1.089115005,735.3240951,87.1292004,Calculado,Calculado,57.060666193749995,46.78,0,22.535,22.08,0.0,27,5.73,1.1,0.382,0.074,53.62,57.060666193749995,57.060666193749995
